Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond 1 or 0.,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond 1 or 0.
2822,2,2,2,1,2,2,2,1
2823,5,5,5,1,5,5,5,1
2824,3,3,3,1,3,3,3,1
2825,1,1,1,1,1,1,1,1
2826,5,5,5,1,5,5,5,1
2827,3,3,3,1,3,3,3,1
2828,2,2,2,1,2,2,2,1
2829,2,2,2,1,2,2,2,1
2830,4,4,4,0,4,4,4,0
2831,4,4,4,1,4,4,4,1
2832,3,3,3,0,3,3,3,0
2833,5,5,5,1,5,5,5,1
2834,3,3,3,1,3,3,3,1
2835,1,1,1,0,1,1,1,0
2836,5,5,5,1,5,5,5,1
2837,5,5,5,1,5,5,5,1
2838,2,2,2,1,2,2,2,1
2839,1,1,1,1,1,1,1,1
2840,5,5,5,0,5,5,5,0
2841,2,2,2,1,2,2,2,1
2842,3,3,3,1,3,3,3,1
2843,5,5,5,1,5,5,5,1
2844,3,3,3,0,3,3,3,0
2845,4,4,4,1,4,4,4,1
2846,5,5,5,1,5,5,5,1
2847,2,2,2,1,2,2,2,1
2848,5,5,5,1,5,5,5,1
2849,1,1,1,0,1,1,1,0
2850,3,3,3,1,3,3,3,1
2851,5,5,5,1,5,5,5,1
2852,3,3,3,1,3,3,3,1
2853,5,5,5,1,5,5,5,1
2854,2,2,2,0,2,2,2,0
2855,4,4,4,1,4,4,4,1
2856,3,3,3,1,3,3,3,1
2857,1,1,1,1,1,1,1,1
2858,5,5,5,1,5,5,5,1
2859,2,2,2,1,2,2,2,1
2860,4,4,4,1,4,4,4,1
2861,5,5,5,0,5,5,5,0
2862,2,2,2,1,2,2,2,1
2863,5,5,5,1,5,5,5,1
2864,3,3,3,1,3,3,3,1
2865,1,1,1,1,1,1,1,1
2866,5,5,5,1,5,5,5,1
2867,3,3,3,1,3,3,3,1
2868,2,2,2,1,2,2,2,1
2869,2,2,2,1,2,2,2,1
2870,4,4,4,0,4,4,4,0
2871,4,4,4,1,4,4,4,1
2872,3,3,3,0,3,3,3,0
2873,5,5,5,1,5,5,5,1
2874,3,3,3,1,3,3,3,1
2875,4,4,4,0,4,4,4,0
2876,3,3,3,1,3,3,3,1
2877,1,1,1,1,1,1,1,1
2878,5,5,5,1,5,5,5,1
2879,2,2,2,1,2,2,2,1
2880,4,4,4,0,4,4,4,0
2881,5,5,5,1,5,5,5,1
2882,2,2,2,1,2,2,2,1
2883,5,5,5,1,5,5,5,1
2884,3,3,3,0,3,3,3,0
2885,1,1,1,1,1,1,1,1
2886,5,5,5,1,5,5,5,1
2887,3,3,3,1,3,3,3,1
2888,2,2,2,1,2,2,2,1
2889,2,2,2,0,2,2,2,0
2890,4,4,4,1,4,4,4,1
2891,4,4,4,1,4,4,4,1
2892,3,3,3,1,3,3,3,1
2893,5,5,5,1,5,5,5,1
2894,3,3,3,0,3,3,3,0
2895,1,1,1,1,1,1,1,1
2896,5,5,5,1,5,5,5,1
2897,5,5,5,1,5,5,5,1
2898,2,2,2,1,2,2,2,1
2899,1,1,1,1,1,1,1,1
2900,5,5,5,1,5,5,5,1
2901,2,2,2,0,2,2,2,0
2902,3,3,3,1,3,3,3,1
2903,5,5,5,1,5,5,5,1
2904,3,3,3,1,3,3,3,1
2905,4,4,4,1,4,4,4,1
2906,5,5,5,1,5,5,5,1
2907,2,2,2,1,2,2,2,1
2908,5,5,5,1,5,5,5,1
2909,1,1,1,1,1,1,1,1
2910,3,3,3,0,3,3,3,0
2911,5,5,5,1,5,5,5,1
2912,3,3,3,0,3,3,3,0
2913,5,5,5,1,5,5,5,1
2914,2,2,2,1,2,2,2,1
2915,4,4,4,0,4,4,4,0
2916,3,3,3,1,3,3,3,1
2917,1,1,1,1,1,1,1,1
2918,5,5,5,1,5,5,5,1
2919,2,2,2,1,2,2,2,1
2920,4,4,4,0,4,4,4,0
2921,5,5,5,1,5,5,5,1
2922,2,2,2,1,2,2,2,1
2923,5,5,5,1,5,5,5,1
2924,3,3,3,0,3,3,3,0
2925,1,1,1,1,1,1,1,1
2926,5,5,5,1,5,5,5,1
2927,3,3,3,1,3,3,3,1
2928,2,2,2,1,2,2,2,1
2929,2,2,2,0,2,2,2,0
2930,4,4,4,1,4,4,4,1
2931,4,4,4,1,4,4,4,1
2932,3,3,3,1,3,3,3,1
2933,5,5,5,1,5,5,5,1
2934,3,3,3,0,3,3,3,0
2935,1,1,1,1,1,1,1,1
2936,5,5,5,1,5,5,5,1
2937,5,5,5,1,5,5,5,1
2938,2,2,2,1,2,2,2,1
2939,1,1,1,1,1,1,1,1
2940,5,5,5,1,5,5,5,1
2941,2,2,2,0,2,2,2,0
2942,3,3,3,1,3,3,3,1
2943,5,5,5,1,5,5,5,1
2944,3,3,3,1,3,3,3,1
2945,4,4,4,1,4,4,4,1
2946,5,5,5,1,5,5,5,1
2947,2,2,2,1,2,2,2,1
2948,5,5,5,1,5,5,5,1
2949,1,1,1,1,1,1,1,1
2950,3,3,3,0,3,3,3,0
2951,5,5,5,1,5,5,5,1
2952,3,3,3,0,3,3,3,0
2953,5,5,5,1,5,5,5,1
2954,2,2,2,1,2,2,2,1
2955,4,4,4,0,4,4,4,0
2956,3,3,3,1,3,3,3,1
2957,1,1,1,1,1,1,1,1
2958,5,5,5,1,5,5,5,1
2959,2,2,2,1,2,2,2,1
2960,4,4,4,0,4,4,4,0
2961,5,5,5,1,5,5,5,1
2962,2,2,2,1,2,2,2,1
2963,5,5,5,1,5,5,5,1
2964,3,3,3,0,3,3,3,0
2965,1,1,1,1,1,1,1,1
2966,5,5,5,1,5,5,5,1
2967,3,3,3,1,3,3,3,1
2968,2,2,2,1,2,2,2,1
2969,2,2,2,0,2,2,2,0
2970,4,4,4,1,4,4,4,1
2971,4,4,4,1,4,4,4,1
2972,3,3,3,1,3,3,3,1
2973,5,5,5,1,5,5,5,1
2974,3,3,3,0,3,3,3,0
2975,1,1,1,1,1,1,1,1
2976,5,5,5,1,5,5,5,1
2977,5,5,5,1,5,5,5,1
2978,2,2,2,1,2,2,2,1
2979,1,1,1,1,1,1,1,1
2980,5,5,5,1,5,5,5,1
2981,2,2,2,0,2,2,2,0
2982,3,3,3,1,3,3,3,1
2983,5,5,5,1,5,5,5,1
2984,3,3,3,1,3,3,3,1
2985,4,4,4,1,4,4,4,1
2986,5,5,5,1,5,5,5,1
2987,2,2,2,1,2,2,2,1
2988,5,5,5,1,5,5,5,1
2989,1,1,1,1,1,1,1,1
2990,3,3,3,0,3,3,3,0
2991,5,5,5,1,5,5,5,1
2992,3,3,3,0,3,3,3,0
2993,5,5,5,1,5,5,5,1
2994,2,2,2,1,2,2,2,1
2995,4,4,4,0,4,4,4,0
2996,3,3,3,1,3,3,3,1
2997,1,1,1,1,1,1,1,1
2998,5,5,5,1,5,5,5,1
2999,2,2,2,1,2,2,2,1
3000,4,4,4,0,4,4,4,0
3001,5,5,5,1,5,5,5,1
3002,2,2,2,1,2,2,2,1
3003,5,5,5,1,5,5,5,1
3004,3,3,3,0,3,3,3,0
3005,1,1,1,1,1,1,1,1
3006,5,5,5,1,5,5,5,1
3007,3,3,3,1,3,3,3,1
3008,2,2,2,1,2,2,2,1
3009,2,2,2,0,2,2,2,0
3010,4,4,4,1,4,4,4,1
3011,4,4,4,1,4,4,4,1
3012,3,3,3,1,3,3,3,1
3013,5,5,5,1,5,5,5,1
3014,3,3,3,0,3,3,3,0
3015,1,1,1,1,1,1,1,1
3016,5,5,5,1,5,5,5,1
3017,5,5,5,1,5,5,5,1
3018,2,2,2,1,2,2,2,1
3019,1,1,1,1,1,1,1,1
3020,5,5,5,1,5,5,5,1
3021,2,2,2,0,2,2,2,0
3022,3,3,3,1,3,3,3,1
3023,5,5,5,1,5,5,5,1
3024,3,3,3,1,3,3,3,1
3025,4,4,4,1,4,4,4,1
3026,5,5,5,1,5,5,5,1
3027,2,2,2,1,2,2,2,1
3028,5,5,5,1,5,5,5,1
3029,1,1,1,1,1,1,1,1
3030,3,3,3,0,3,3,3,0
3031,5,5,5,1,5,5,5,1
3032,3,3,3,0,3,3,3,0
3033,5,5,5,1,5,5,5,1
3034,2,2,2,1,2,2,2,1
3035,4,4,4,0,4,4,4,0
3036,3,3,3,1,3,3,3,1
3037,1,1,1,1,1,1,1,1
3038,5,5,5,1,5,5,5,1
3039,2,2,2,1,2,2,2,1
3040,4,4,4,0,4,4,4,0
3041,5,5,5,1,5,5,5,1
3042,2,2,2,1,2,2,2,1
3043,5,5,5,1,5,5,5,1
3044,3,3,3,0,3,3,3,0
3045,1,1,1,1,1,1,1,1
3046,5,5,5,1,5,5,5,1
3047,3,3,3,1,3,3,3,1
3048,2,2,2,1,2,2,2,1
3049,2,2,2,0,2,2,2,0
3050,4,4,4,1,4,4,4,1
3051,4,4,4,1,4,4,4,1
3052,3,3,3,1,3,3,3,1
3053,5,5,5,1,5,5,5,1
3054,3,3,3,0,3,3,3,0
3055,1,1,1,1,1,1,1,1
3056,5,5,5,1,5,5,5,1
3057,5,5,5,1,5,5,5,1
3058,2,2,2,1,2,2,2,1
3059,1,1,1,1,1,1,1,1
3060,5,5,5,1,5,5,5,1
3061,2,2,2,0,2,2,2,0
3062,3,3,3,1,3,3,3,1
3063,3,5,5,1,,5,5,1
3064,3,3,3,1,,3,3,1
3065,3,4,4,1,,4,4,1
3066,3,5,5,1,,5,5,1
3067,3,2,2,1,,2,2,1
3068,3,5,5,1,,5,5,1
3069,3,1,1,1,,1,1,1
3070,3,3,3,0,,3,3,0
3071,3,5,5,1,,5,5,1
3072,3,3,3,0,,3,3,0
3073,3,5,5,1,,5,5,1
3074,3,2,2,1,,2,2,1
3075,3,4,4,0,,4,4,0
3076,3,3,3,1,,3,3,1
3077,3,1,1,1,,1,1,1
3078,3,5,5,1,,5,5,1
3079,3,2,2,1,,2,2,1
3080,3,4,4,0,,4,4,0
3081,3,5,5,1,,5,5,1
3082,3,2,2,1,,2,2,1
3083,3,5,5,1,,5,5,1
3084,3,3,3,0,,3,3,0
3085,3,1,1,1,,1,1,1
3086,5,5,5,1,5,5,5,1
3087,3,3,3,1,3,3,3,1
3088,4,2,2,1,4,2,2,1
3089,5,2,2,0,5,2,2,0
3090,2,4,4,1,2,4,4,1
3091,5,4,4,1,5,4,4,1
3092,1,3,3,1,1,3,3,1
3093,3,5,5,1,3,5,5,1
3094,5,3,3,0,5,3,3,0
3095,3,1,1,1,3,1,1,1
3096,5,5,5,1,5,5,5,1
3097,2,5,5,1,2,5,5,1
3098,4,2,2,1,4,2,2,1
3099,3,1,1,1,3,1,1,1
3100,1,5,5,1,1,5,5,1
3101,5,2,2,0,5,2,2,0
3102,2,3,3,1,2,3,3,1
3103,4,3,3,1,4,,,1
3104,5,5,5,1,5,5,5,1
3105,2,3,3,0,2,3,3,0
3106,5,4,4,1,5,4,4,1
3107,3,5,5,1,3,5,5,
3108,1,2,2,1,1,2,2,
3109,5,5,5,1,5,5,5,
3110,3,1,1,1,3,1,1,
3111,2,3,3,1,2,3,3,
3112,2,5,5,1,2,5,5,
3113,4,3,3,1,4,3,3,
3114,4,5,5,1,4,5,5,
3115,3,2,2,1,3,2,2,
3116,5,4,4,1,5,4,4,
3117,3,3,3,1,3,3,3,
3118,1,1,1,1,1,1,1,
3119,5,5,5,1,5,5,5,
3120,5,2,2,1,5,2,2,
3121,2,4,4,1,2,4,4,
3122,1,5,5,1,1,5,5,
3123,5,2,2,1,5,2,2,
3124,2,5,5,1,2,5,5,
3125,3,3,3,1,3,3,3,
3126,5,1,1,1,5,1,1,
3127,3,5,5,1,3,5,5,
3128,4,3,3,1,4,3,3,
3129,5,2,2,1,5,2,2,
3130,2,2,2,1,2,2,2,
3131,5,4,4,1,5,4,4,
3132,1,4,4,1,1,4,4,
3133,3,3,3,1,3,3,3,
3134,5,5,5,1,5,5,5,
3135,3,3,3,1,3,3,3,
3136,5,1,1,1,5,1,1,
3137,2,5,5,1,2,5,5,1
3138,4,5,5,1,4,5,5,1
3139,3,2,2,1,3,2,2,1
3140,1,1,1,1,1,1,1,1
3141,5,5,5,1,5,5,5,1
3142,2,2,2,1,2,2,2,1
3143,4,3,3,1,4,3,3,1
3144,5,5,5,0,5,5,5,0
3145,2,3,3,1,2,3,3,1
3146,5,4,4,0,5,4,4,0
3147,3,5,5,1,3,5,5,1
3148,1,2,2,1,1,2,2,1
3149,5,5,5,0,5,5,5,0
3150,3,1,1,1,3,1,1,1
3151,2,3,3,1,2,3,3,1
3152,2,5,5,1,2,5,5,1
3153,4,3,3,1,4,3,3,1
3154,4,5,5,0,4,5,5,0
3155,3,2,2,1,3,2,2,1
3156,5,4,4,1,5,4,4,1
3157,3,3,3,1,3,3,3,1
3158,1,1,1,0,1,1,1,0
3159,5,5,5,1,5,5,5,1
3160,5,2,2,1,5,2,2,1
3161,2,4,4,1,2,4,4,1
3162,1,5,5,1,1,5,5,1
3163,5,2,2,0,5,2,2,0
3164,2,5,5,1,2,5,5,1
3165,3,3,3,1,3,3,3,1
3166,5,1,1,1,5,1,1,1
3167,3,5,5,1,3,5,5,1
3168,4,3,3,0,4,3,3,0
3169,5,2,2,1,5,2,2,1
3170,2,2,2,1,2,2,2,1
3171,5,4,4,1,5,4,4,1
3172,1,4,4,1,1,4,4,1
3173,3,3,3,1,3,3,3,1
3174,5,5,5,1,5,5,5,1
3175,3,3,3,0,3,3,3,0
3176,5,1,1,1,5,1,1,1
3177,2,5,5,1,2,5,5,1
3178,4,5,5,1,4,5,5,1
3179,3,2,2,1,3,2,2,1
3180,1,1,1,1,1,1,1,1
3181,5,5,5,1,5,5,5,1
3182,2,2,2,1,2,2,2,1
3183,4,3,3,1,4,3,3,1
3184,5,5,5,0,5,5,5,0
3185,2,3,3,1,2,3,3,1
3186,5,4,4,0,5,4,4,0
3187,3,5,5,1,3,5,5,1
3188,1,2,2,1,1,2,2,1
3189,5,5,5,0,5,5,5,0
3190,3,1,1,1,3,1,1,1
3191,2,3,3,1,2,3,3,1
3192,2,5,5,1,2,5,5,1
3193,4,3,3,1,4,3,3,1
3194,4,5,5,0,4,5,5,0
3195,3,2,2,1,3,2,2,1
3196,5,4,4,1,5,4,4,1
3197,3,3,3,1,3,3,3,1
3198,1,1,1,0,1,1,1,0
3199,5,5,5,1,5,5,5,1
3200,5,2,2,1,5,2,2,1
3201,2,4,4,1,2,4,4,1
3202,1,5,5,1,1,5,5,1
3203,5,2,2,0,5,2,2,0
3204,2,5,5,1,2,5,5,1
3205,3,3,3,1,3,3,3,1
3206,5,1,1,1,5,1,1,1
3207,3,5,5,1,3,5,5,1
3208,4,3,3,0,4,3,3,0
3209,5,2,2,1,5,2,2,1
3210,2,2,2,1,2,2,2,1
3211,5,4,4,1,5,4,4,1
3212,1,4,4,1,1,4,4,1
3213,3,3,3,1,3,3,3,1
3214,5,5,5,1,5,5,5,1
3215,3,3,3,0,3,3,3,0
3216,5,1,1,1,5,1,1,1
3217,2,5,5,1,2,5,5,1
3218,4,5,5,1,4,5,5,1
3219,3,2,2,1,3,2,2,1
3220,1,1,1,1,1,1,1,1
3221,5,5,5,1,5,5,5,1
3222,2,2,2,1,2,2,2,1
3223,4,3,3,1,4,3,3,1
3224,5,5,5,0,5,5,5,0
3225,2,3,3,1,2,3,3,1
3226,5,4,4,0,5,4,4,0
3227,3,5,5,1,3,5,5,1
3228,1,2,2,1,1,2,2,1
3229,5,5,5,0,5,5,5,0
3230,3,1,1,1,3,1,1,1
3231,2,3,3,1,2,3,3,1
3232,2,5,5,1,2,5,5,1
3233,4,3,3,1,4,3,3,1
3234,4,5,5,0,4,5,5,0
3235,3,2,2,1,3,2,2,1
3236,5,4,4,1,5,4,4,1
3237,3,3,3,1,3,3,3,1
3238,1,1,1,0,1,1,1,0
3239,5,5,5,1,5,5,5,1
3240,5,2,2,1,5,2,2,1
3241,2,4,4,1,2,4,4,1
3242,1,5,5,1,1,5,5,1
3243,5,2,2,0,5,2,2,0
3244,2,5,5,1,2,5,5,1
3245,3,3,3,1,3,3,3,1
3246,3,1,1,1,,1,1,1
3247,5,5,5,1,5,5,5,1
3248,3,3,3,0,3,3,3,0
3249,4,2,2,1,4,2,2,1
3250,5,2,2,1,5,2,2,1
3251,2,4,4,1,2,4,4,1
3252,5,4,4,1,5,4,4,1
3253,1,3,3,1,1,3,3,1
3254,3,5,5,1,3,5,5,1
3255,5,3,3,0,5,3,3,0
3256,3,1,1,1,3,1,1,1
3257,5,5,5,1,5,5,5,1
3258,2,5,5,1,2,5,5,1
3259,4,2,2,1,4,2,2,1
3260,3,1,1,1,3,1,1,1
3261,1,5,5,1,1,5,5,1
3262,5,2,2,1,5,2,2,1
3263,2,3,3,1,2,3,3,1
3264,4,3,3,0,4,,,0
3265,5,3,3,1,5,,,1
3266,2,3,3,0,2,,,0
3267,5,3,3,1,5,,,1
3268,3,3,3,1,3,,,1
3269,1,3,3,0,1,,,0
3270,5,3,3,1,5,,,1
3271,3,3,3,1,3,,,1
3272,2,3,3,1,2,,,1
3273,2,3,3,1,2,,,1
3274,4,3,3,0,4,,,0
3275,4,3,3,1,4,,,1
3276,3,3,5,1,3,,5,1
3277,5,3,3,1,5,,3,1
3278,3,5,4,0,3,5,4,0
3279,1,3,5,1,1,3,5,1
3280,5,4,2,1,5,4,2,1
3281,5,5,5,1,5,5,5,1
3282,2,2,1,1,2,2,1,1
3283,1,5,3,0,1,5,3,0
3284,5,1,5,1,5,1,5,1
3285,2,3,3,1,2,3,3,1
3286,3,5,5,1,3,5,5,1
3287,5,3,2,1,5,3,2,1
3288,3,5,4,0,3,5,4,0
3289,4,2,3,1,4,2,3,1
3290,5,4,1,1,5,4,1,1
3291,2,3,5,1,2,3,5,1
3292,5,1,2,1,5,1,2,1
3293,1,5,4,1,1,5,4,1
3294,3,2,5,1,3,2,5,1
3295,5,4,2,0,5,4,2,0
3296,3,5,5,1,3,5,5,1
3297,5,2,3,1,5,2,3,1
3298,2,5,1,1,2,5,1,1
3299,4,3,5,1,4,3,5,1
3300,3,1,3,1,3,1,3,1
3301,1,5,2,1,1,5,2,1
3302,5,3,2,1,5,3,2,1
3303,2,2,4,1,2,2,4,1
3304,4,2,4,0,4,2,4,0
3305,5,4,3,1,5,4,3,1
3306,2,4,5,0,2,4,5,0
3307,5,3,3,1,5,3,3,1
3308,3,5,1,1,3,5,1,1
3309,1,3,5,0,1,3,5,0
3310,5,1,5,1,5,1,5,1
3311,3,5,2,1,3,5,2,1
3312,2,5,1,1,2,5,1,1
3313,2,2,5,1,2,2,5,1
3314,4,1,2,0,4,1,2,0
3315,4,5,3,1,4,5,3,1
3316,3,2,5,1,3,2,5,1
3317,5,3,3,1,5,3,3,1
3318,3,5,4,0,3,5,4,0
3319,1,3,5,1,1,3,5,1
3320,5,4,2,1,5,4,2,1
3321,5,5,5,1,5,5,5,1
3322,2,2,1,1,2,2,1,1
3323,1,5,3,0,1,5,3,0
3324,5,1,5,1,5,1,5,1
3325,2,3,3,1,2,3,3,1
3326,3,5,5,1,3,5,5,1
3327,5,3,2,1,5,3,2,1
3328,3,5,4,0,3,5,4,0
3329,4,2,3,1,4,2,3,1
3330,5,4,1,1,5,4,1,1
3331,2,3,5,1,2,3,5,1
3332,5,1,2,1,5,1,2,1
3333,1,5,4,1,1,5,4,1
3334,3,2,5,1,3,2,5,1
3335,5,4,2,0,5,4,2,0
3336,3,5,5,1,3,5,5,1
3337,5,2,3,1,5,2,3,1
3338,2,5,1,1,2,5,1,1
3339,4,3,5,1,4,3,5,1
3340,3,1,3,1,3,1,3,1
3341,1,5,2,1,1,5,2,1
3342,5,3,2,1,5,3,2,1
3343,2,2,4,1,2,2,4,1
3344,4,2,4,0,4,2,4,0
3345,5,4,3,1,5,4,3,1
3346,2,4,5,0,2,4,5,0
3347,5,3,3,1,5,3,3,1
3348,3,5,1,1,3,5,1,1
3349,1,3,5,0,1,3,5,0
3350,5,1,5,1,5,1,5,1
3351,3,5,2,1,3,5,2,1
3352,2,5,1,1,2,5,1,1
3353,2,2,5,1,2,2,5,1
3354,4,1,2,0,4,1,2,0
3355,4,5,3,1,4,5,3,1
3356,3,2,5,1,3,2,5,1
3357,5,3,3,1,5,3,3,1
3358,3,5,4,0,3,5,4,0
3359,1,3,5,1,1,3,5,1
3360,5,4,2,1,5,4,2,1
3361,5,5,5,1,5,5,5,1
3362,2,2,1,1,2,2,1,1
3363,1,5,3,0,1,5,3,0
3364,5,1,5,1,5,1,5,1
3365,2,3,3,1,2,3,3,1
3366,3,5,5,1,3,5,5,1
3367,5,3,2,1,5,3,2,1
3368,3,5,4,0,3,5,4,0
3369,4,2,3,1,4,2,3,1
3370,5,4,1,1,5,4,1,1
3371,2,3,5,1,2,3,5,1
3372,5,1,2,1,5,1,2,1
3373,1,5,4,1,1,5,4,1
3374,3,2,5,1,3,2,5,1
3375,5,4,2,0,5,4,2,0
3376,3,5,5,1,3,5,5,1
3377,5,2,3,1,5,2,3,1
3378,2,5,1,1,2,5,1,1
3379,4,3,5,1,4,3,5,1
3380,3,1,3,1,3,1,3,1
3381,1,5,2,1,1,5,2,1
3382,5,3,2,1,5,3,2,1
3383,2,2,4,1,2,2,4,1
3384,4,2,4,0,4,2,4,0
3385,5,4,3,1,5,4,3,1
3386,2,4,5,0,2,4,5,0
3387,5,3,3,1,5,3,3,1
3388,3,5,1,1,3,5,1,1
3389,1,3,5,0,1,3,5,0
3390,5,1,5,1,5,1,5,1
3391,3,5,2,1,3,5,2,1
3392,2,5,1,1,2,5,1,1
3393,2,2,5,1,2,2,5,1
3394,4,1,2,0,4,1,2,0
3395,4,5,3,1,4,5,3,1
3396,3,2,5,1,3,2,5,1
3397,5,3,3,1,5,3,3,1
3398,3,5,4,0,3,5,4,0
3399,1,3,5,1,1,3,5,1
3400,5,4,2,1,5,4,2,1
3401,5,5,5,1,5,5,5,1
3402,2,2,1,1,2,2,1,1
3403,1,5,3,0,1,5,3,0
3404,5,1,5,1,5,1,5,1
3405,2,3,3,1,2,3,3,1
3406,3,5,5,1,3,5,5,1
3407,3,3,2,1,,3,2,1
3408,5,5,4,0,5,5,4,0
3409,3,2,3,1,3,2,3,1
3410,4,4,1,1,4,4,1,1
3411,5,3,5,1,5,3,5,1
3412,2,1,2,1,2,1,2,1
3413,5,5,4,1,5,5,4,1
3414,1,2,5,1,1,2,5,1
3415,3,4,2,0,3,4,2,0
3416,5,5,5,1,5,5,5,1
3417,3,2,3,1,3,2,3,1
3418,5,5,1,1,5,5,1,1
3419,2,3,5,1,2,3,5,1
3420,4,1,3,1,4,1,3,1
3421,3,5,2,1,3,5,2,1
3422,1,3,2,1,1,3,2,1
3423,5,2,4,1,5,2,4,1
3424,2,2,4,0,2,2,4,0
3425,4,4,3,1,4,4,3,1
3426,5,4,5,0,5,4,5,0
3427,2,3,3,1,2,3,3,1
3428,5,5,1,1,5,5,1,1
3429,3,3,5,0,3,3,5,0
3430,1,1,5,1,1,1,5,1
3431,5,5,2,1,5,5,2,1
3432,3,5,1,1,3,5,1,1
3433,2,2,5,1,2,2,5,1
3434,2,1,2,0,2,1,2,0
3435,4,5,3,1,4,5,3,1
3436,4,2,3,1,4,2,,1
3437,3,3,3,1,3,3,,1
3438,5,3,3,0,5,,,0
3439,3,3,3,1,3,,,1
3440,1,3,3,1,1,,,1
3441,5,3,4,1,5,3,4,1
3442,3,4,3,1,3,4,3,1
3443,4,5,2,0,4,5,2,0
3444,5,3,4,1,5,3,4,1
3445,2,5,1,1,2,5,1,1
3446,5,2,5,1,5,2,5,1
3447,1,4,3,1,1,4,3,1
3448,3,3,2,0,3,3,2,0
3449,5,1,3,1,5,1,3,1
3450,3,5,3,1,3,5,3,1
3451,5,3,4,1,5,3,4,1
3452,2,2,5,1,2,2,5,1
3453,4,5,3,1,4,5,3,1
3454,3,4,2,1,3,4,2,1
3455,1,5,1,0,1,5,1,0
3456,5,4,5,1,5,4,5,1
3457,2,2,4,1,2,2,4,1
3458,4,5,4,1,4,5,4,1
3459,5,1,5,1,5,1,5,1
3460,2,4,4,1,2,4,4,1
3461,5,5,1,1,5,5,1,1
3462,3,3,3,1,3,3,3,1
3463,1,5,5,1,1,5,5,1
3464,5,4,4,0,5,4,4,0
3465,3,3,2,1,3,3,2,1
3466,2,3,4,0,2,3,4,0
3467,2,2,3,1,2,2,3,1
3468,4,5,4,1,4,5,4,1
3469,4,1,2,0,4,1,2,0
3470,3,4,5,1,3,4,5,1
3471,5,5,4,1,5,5,4,1
3472,3,3,4,1,3,3,4,1
3473,1,2,5,1,1,2,5,1
3474,5,5,1,0,5,5,1,0
3475,5,1,2,1,5,1,2,1
3476,2,3,3,1,2,3,3,1
3477,1,5,4,1,1,5,4,1
3478,5,4,3,0,5,4,3,0
3479,2,2,4,1,2,2,4,1
3480,3,3,2,1,3,3,2,1
3481,5,5,5,1,5,5,5,1
3482,3,3,3,1,3,3,3,1
3483,4,4,4,0,4,4,4,0
3484,5,5,5,1,5,5,5,1
3485,2,2,2,1,2,2,2,1
3486,5,5,5,1,5,5,5,1
3487,1,1,1,1,1,1,1,1
3488,3,3,3,0,3,3,3,0
3489,5,5,5,1,5,5,5,1
3490,3,3,3,1,3,3,3,1
3491,5,5,5,1,5,5,5,1
3492,2,2,2,1,2,2,2,1
3493,4,4,4,1,4,4,4,1
3494,3,3,3,1,3,3,3,1
3495,1,1,1,0,1,1,1,0
3496,5,5,5,1,5,5,5,1
3497,2,2,2,1,2,2,2,1
3498,4,4,4,1,4,4,4,1
3499,5,5,5,1,5,5,5,1
3500,2,2,2,1,2,2,2,1
3501,5,5,5,1,5,5,5,1
3502,3,3,3,1,3,3,3,1
3503,1,1,1,1,1,1,1,1
3504,5,5,5,0,5,5,5,0
3505,3,3,3,1,3,3,3,1
3506,2,2,2,0,2,2,2,0
3507,2,2,2,1,2,2,2,1
3508,4,4,4,1,4,4,4,1
3509,4,4,4,0,4,4,4,0
3510,3,3,3,1,3,3,3,1
3511,5,5,5,1,5,5,5,1
3512,3,3,3,1,3,3,3,1
3513,1,1,1,1,1,1,1,1
3514,5,5,5,0,5,5,5,0
3515,5,5,5,1,5,5,5,1
3516,2,2,2,1,2,2,2,1
3517,1,1,1,1,1,1,1,1
3518,5,5,5,0,5,5,5,0
3519,2,2,2,1,2,2,2,1
3520,3,3,3,1,3,3,3,1
3521,5,5,5,1,5,5,5,1
3522,3,3,3,1,3,3,3,1
3523,4,4,4,0,4,4,4,0
3524,5,5,5,1,5,5,5,1
3525,2,2,2,1,2,2,2,1
3526,5,5,5,1,5,5,5,1
3527,1,1,1,1,1,1,1,1
3528,3,3,3,0,3,3,3,0
3529,5,5,5,1,5,5,5,1
3530,3,3,3,1,3,3,3,1
3531,5,5,5,1,5,5,5,1
3532,2,2,2,1,2,2,2,1
3533,4,4,4,1,4,4,4,1
3534,3,3,3,1,3,3,3,1
3535,1,1,1,0,1,1,1,0
3536,5,5,5,1,5,5,5,1
3537,2,2,2,1,2,2,2,
3538,4,4,4,1,4,4,4,
3539,5,5,5,1,5,5,5,
3540,2,2,2,1,2,2,2,
3541,5,5,5,1,5,5,5,
3542,3,3,3,1,3,3,3,
3543,1,1,1,1,1,1,1,
3544,5,5,5,1,5,5,5,
